ANO,REGIAO,UF,NO_MUNICIPIO,TP_CATEGORIA,TP_DEPENDENCIA,PER_DOC_CUR_SUP_INF,PER_DOC_CUR_SUP_INF_PRE,PER_DOC_CUR_SUP_INF_CRE
2018,Nordeste,BA,Camacan,Urbana,Estadual,,,
2018,Nordeste,BA,Camacan,Urbana,Municipal,46.7,52.4,36.4
2018,Nordeste,BA,Camacan,Urbana,Privada,23.1,25.0,16.7
2018,Nordeste,BA,Camacan,Urbana,Pública,46.7,52.4,36.4
2018,Nordeste,BA,Camacan,Rural,Total,63.6,50.0,66.7
2018,Nordeste,BA,Camacan,Rural,Municipal,63.6,50.0,66.7
2018,Nordeste,BA,Camacan,Rural,Pública,63.6,50.0,66.7
2018,Nordeste,BA,Canavieiras,Total,Total,36.1,39.3,33.3
2018,Nordeste,BA,Canavieiras,Total,Estadual,,,
2018,Nordeste,BA,Canavieiras,Total,Municipal,38.5,45.2,33.3
2018,Nordeste,BA,Canavieiras,Total,Privada,26.9,26.3,33.3
2018,Nordeste,BA,Canavieiras,Total,Pública,38.5,45.2,33.3
2018,Nordeste,BA,Canavieiras,Urbana,Total,37.7,42.6,33.9
2018,Nordeste,BA,Canavieiras,Urbana,Estadual,,,
2018,Nordeste,BA,Canavieiras,Urbana,Municipal,40.9,51.4,34.0
2018,Nordeste,BA,Canavieiras,Urbana,Privada,26.9,26.3,33.3
2018,Nordeste,BA,Canavieiras,Urbana,Pública,40.9,51.4,34.0
2018,Nordeste,BA,Canavieiras,Rural,Total,12.5,14.3,0.0
2018,Nordeste,BA,Canavieiras,Rural,Municipal,12.5,14.3,0.0
2018,Nordeste,BA,Canavieiras,Rural,Pública,12.5,14.3,0.0
2018,Nordeste,BA,Coaraci,Total,Total,40.8,44.2,36.8
2018,Nordeste,BA,Coaraci,Total,Estadual,,,
2018,Nordeste,BA,Coaraci,Total,Municipal,42.5,45.2,40.8
2018,Nordeste,BA,Coaraci,Total,Privada,33.3,41.7,12.5
2018,Nordeste,BA,Coaraci,Total,Pública,42.5,45.2,40.8
2018,Nordeste,BA,Coaraci,Urbana,Total,41.2,45.2,36.8
2018,Nordeste,BA,Coaraci,Urbana,Estadual,,,
2018,Nordeste,BA,Coaraci,Urbana,Municipal,43.0,46.7,40.8
2018,Nordeste,BA,Coaraci,Urbana,Privada,33.3,41.7,12.5
2018,Nordeste,BA,Coaraci,Urbana,Pública,43.0,46.7,40.8
2018,Nordeste,BA,Coaraci,Rural,Total,0.0,0.0,
2018,Nordeste,BA,Coaraci,Rural,Municipal,0.0,0.0,
2018,Nordeste,BA,Coaraci,Rural,Pública,0.0,0.0,
2018,Nordeste,BA,Floresta Azul,Total,Total,14.3,10.0,18.2
2018,Nordeste,BA,Floresta Azul,Total,Estadual,,,
2018,Nordeste,BA,Floresta Azul,Total,Municipal,14.3,0.0,22.2
2018,Nordeste,BA,Floresta Azul,Total,Privada,14.3,20.0,0.0
2018,Nordeste,BA,Floresta Azul,Total,Pública,14.3,0.0,22.2
2018,Nordeste,BA,Floresta Azul,Urbana,Total,14.3,10.0,18.2
2018,Nordeste,BA,Floresta Azul,Urbana,Estadual,,,
2018,Nordeste,BA,Floresta Azul,Urbana,Municipal,14.3,0.0,22.2
2018,Nordeste,BA,Floresta Azul,Urbana,Privada,14.3,20.0,0.0
2018,Nordeste,BA,Floresta Azul,Urbana,Pública,14.3,0.0,22.2
2018,Nordeste,BA,Floresta Azul,Rural,Total,,,
2018,Nordeste,BA,Floresta Azul,Rural,Municipal,,,
2018,Nordeste,BA,Floresta Azul,Rural,Pública,,,
2018,Nordeste,BA,Ibicaraí,Total,Total,50.0,61.9,36.8
2018,Nordeste,BA,Ibicaraí,Total,Estadual,,,
2018,Nordeste,BA,Ibicaraí,Total,Municipal,54.1,78.6,33.3
2018,Nordeste,BA,Ibicaraí,Total,Privada,36.8,28.6,60.0
2018,Nordeste,BA,Ibicaraí,Total,Pública,54.1,78.6,33.3
2018,Nordeste,BA,Ibicaraí,Urbana,Total,50.9,56.7,44.0
2018,Nordeste,BA,Ibicaraí,Urbana,Estadual,,,
2018,Nordeste,BA,Ibicaraí,Urbana,Municipal,58.3,81.3,40.0
2018,Nordeste,BA,Ibicaraí,Urbana,Privada,36.8,28.6,60.0
2018,Nordeste,BA,Ibicaraí,Urbana,Pública,58.3,81.3,40.0
2018,Nordeste,BA,Ibicaraí,Rural,Total,48.0,75.0,23.1
2018,Nordeste,BA,Ibicaraí,Rural,Estadual,,,
2018,Nordeste,BA,Ibicaraí,Rural,Municipal,48.0,75.0,23.1
2018,Nordeste,BA,Ibicaraí,Rural,Pública,48.0,75.0,23.1
2018,Nordeste,BA,Ilhéus,Total,Total,72.2,74.8,65.7
2018,Nordeste,BA,Ilhéus,Total,Federal,,,
2018,Nordeste,BA,Ilhéus,Total,Estadual,16.1,17.2,0.0
2018,Nordeste,BA,Ilhéus,Total,Municipal,85.8,85.3,90.7
2018,Nordeste,BA,Ilhéus,Total,Privada,63.1,70.4,52.5
2018,Nordeste,BA,Ilhéus,Total,Pública,77.7,76.8,83.0
2018,Nordeste,BA,Ilhéus,Urbana,Total,73.6,77.9,62.4
2018,Nordeste,BA,Ilhéus,Urbana,Federal,,,
2018,Nordeste,BA,Ilhéus,Urbana,Estadual,100.0,100.0,
2018,Nordeste,BA,Ilhéus,Urbana,Municipal,84.3,84.0,87.5
2018,Nordeste,BA,Ilhéus,Urbana,Privada,63.1,70.4,52.5
2018,Nordeste,BA,Ilhéus,Urbana,Pública,84.4,84.1,87.5
2018,Nordeste,BA,Ilhéus,Rural,Total,68.2,67.3,78.3
2018,Nordeste,BA,Ilhéus,Rural,Estadual,13.3,14.3,0.0
2018,Nordeste,BA,Ilhéus,Rural,Municipal,88.8,87.7,94.7
2018,Nordeste,BA,Ilhéus,Rural,Pública,68.2,67.3,78.3
2018,Nordeste,BA,Itabuna,Total,Total,61.5,60.6,62.6
2018,Nordeste,BA,Itabuna,Total,Estadual,,,
2018,Nordeste,BA,Itabuna,Total,Municipal,80.8,81.1,82.1
2018,Nordeste,BA,Itabuna,Total,Privada,37.1,39.8,34.0
2018,Nordeste,BA,Itabuna,Total,Pública,80.8,81.1,82.1
2018,Nordeste,BA,Itabuna,Urbana,Total,61.0,59.8,62.6
2018,Nordeste,BA,Itabuna,Urbana,Estadual,,,
2018,Nordeste,BA,Itabuna,Urbana,Municipal,80.4,80.2,82.1
2018,Nordeste,BA,Itabuna,Urbana,Privada,37.1,39.8,34.0
2018,Nordeste,BA,Itabuna,Urbana,Pública,80.4,80.2,82.1
2018,Nordeste,BA,Itabuna,Rural,Total,100.0,100.0,
2018,Nordeste,BA,Itabuna,Rural,Municipal,100.0,100.0,
2018,Nordeste,BA,Itabuna,Rural,Pública,100.0,100.0,
2018,Nordeste,BA,Itacaré,Total,Total,56.2,52.1,63.0
2018,Nordeste,BA,Itacaré,Total,Estadual,,,
2018,Nordeste,BA,Itacaré,Total,Municipal,56.3,50.0,68.2
2018,Nordeste,BA,Itacaré,Total,Privada,55.6,66.7,40.0
2018,Nordeste,BA,Itacaré,Total,Pública,56.3,50.0,68.2
2018,Nordeste,BA,Itacaré,Urbana,Total,70.6,71.4,68.0
2018,Nordeste,BA,Itacaré,Urbana,Estadual,,,
2018,Nordeste,BA,Itacaré,Urbana,Municipal,73.8,72.7,75.0
2018,Nordeste,BA,Itacaré,Urbana,Privada,55.6,66.7,40.0
2018,Nordeste,BA,Itacaré,Urbana,Pública,73.8,72.7,75.0
2018,Nordeste,BA,Itacaré,Rural,Total,22.7,25.0,0.0
2018,Nordeste,BA,Itacaré,Rural,Municipal,22.7,25.0,0.0
2018,Nordeste,BA,Itacaré,Rural,Privada,,,
2018,Nordeste,BA,Itacaré,Rural,Pública,22.7,25.0,0.0
2018,Nordeste,BA,Itaju do Colônia,Total,Total,33.3,36.4,30.8
2018,Nordeste,BA,Itaju do Colônia,Total,Estadual,,,
2018,Nordeste,BA,Itaju do Colônia,Total,Municipal,33.3,36.4,30.8
2018,Nordeste,BA,Itaju do Colônia,Total,Pública,33.3,36.4,30.8
2018,Nordeste,BA,Itaju do Colônia,Urbana,Total,33.3,36.4,30.8
2018,Nordeste,BA,Itaju do Colônia,Urbana,Estadual,,,
2018,Nordeste,BA,Itaju do Colônia,Urbana,Municipal,33.3,36.4,30.8
2018,Nordeste,BA,Itaju do Colônia,Urbana,Pública,33.3,36.4,30.8
2018,Nordeste,BA,Itaju do Colônia,Rural,Total,,,
2018,Nordeste,BA,Itaju do Colônia,Rural,Estadual,,,
2018,Nordeste,BA,Itaju do Colônia,Rural,Municipal,,,
2018,Nordeste,BA,Itaju do Colônia,Rural,Pública,,,
2018,Nordeste,BA,Itajuípe,Total,Total,40.0,40.9,28.6
2018,Nordeste,BA,Itajuípe,Total,Estadual,,,
2018,Nordeste,BA,Itajuípe,Total,Municipal,39.5,38.2,33.3
2018,Nordeste,BA,Itajuípe,Total,Privada,41.7,50.0,0.0
2018,Nordeste,BA,Itajuípe,Total,Pública,39.5,38.2,33.3
2018,Nordeste,BA,Itajuípe,Urbana,Total,40.7,41.9,28.6
2018,Nordeste,BA,Itajuípe,Urbana,Estadual,,,
2018,Nordeste,BA,Itajuípe,Urbana,Municipal,40.5,39.4,33.3
2018,Nordeste,BA,Itajuípe,Urbana,Privada,41.7,50.0,0.0
2018,Nordeste,BA,Itajuípe,Urbana,Pública,40.5,39.4,33.3
2018,Nordeste,BA,Itajuípe,Rural,Total,0.0,0.0,
2018,Nordeste,BA,Itajuípe,Rural,Municipal,0.0,0.0,
2018,Nordeste,BA,Itajuípe,Rural,Pública,0.0,0.0,
2018,Nordeste,BA,Itapé,Total,Total,4.8,7.1,0.0
2018,Nordeste,BA,Itapé,Total,Estadual,,,
2018,Nordeste,BA,Itapé,Total,Municipal,5.3,8.3,0.0
2018,Nordeste,BA,Itapé,Total,Privada,0.0,0.0,
2018,Nordeste,BA,Itapé,Total,Pública,5.3,8.3,0.0
2018,Nordeste,BA,Itapé,Urbana,Total,5.0,7.7,0.0
2018,Nordeste,BA,Itapé,Urbana,Estadual,,,
2018,Nordeste,BA,Itapé,Urbana,Municipal,5.6,9.1,0.0
2018,Nordeste,BA,Itapé,Urbana,Privada,0.0,0.0,
2018,Nordeste,BA,Itapé,Urbana,Pública,5.6,9.1,0.0
2018,Nordeste,BA,Itapé,Rural,Total,0.0,0.0,
2018,Nordeste,BA,Itapé,Rural,Municipal,0.0,0.0,
2018,Nordeste,BA,Itapé,Rural,Pública,0.0,0.0,
2018,Nordeste,BA,Itapitanga,Total,Total,37.5,40.7,29.2
2018,Nordeste,BA,Itapitanga,Total,Estadual,,,
2018,Nordeste,BA,Itapitanga,Total,Municipal,40.0,45.8,33.3
2018,Nordeste,BA,Itapitanga,Total,Privada,0.0,0.0,0.0
2018,Nordeste,BA,Itapitanga,Total,Pública,40.0,45.8,33.3
2018,Nordeste,BA,Itapitanga,Urbana,Total,39.5,41.7,31.8
2018,Nordeste,BA,Itapitanga,Urbana,Estadual,,,
2018,Nordeste,BA,Itapitanga,Urbana,Municipal,42.5,47.6,36.8
2018,Nordeste,BA,Itapitanga,Urbana,Privada,0.0,0.0,0.0
2018,Nordeste,BA,Itapitanga,Urbana,Pública,42.5,47.6,36.8
2018,Nordeste,BA,Itapitanga,Rural,Total,20.0,33.3,0.0
2018,Nordeste,BA,Itapitanga,Rural,Municipal,20.0,33.3,0.0
2018,Nordeste,BA,Itapitanga,Rural,Pública,20.0,33.3,0.0
2018,Nordeste,BA,Jussari,Total,Total,64.7,85.7,50.0
2018,Nordeste,BA,Jussari,Total,Estadual,,,
2018,Nordeste,BA,Jussari,Total,Municipal,64.7,85.7,50.0
2018,Nordeste,BA,Jussari,Total,Pública,64.7,85.7,50.0
2018,Nordeste,BA,Jussari,Urbana,Total,64.7,85.7,50.0
2018,Nordeste,BA,Jussari,Urbana,Estadual,,,
2018,Nordeste,BA,Jussari,Urbana,Municipal,64.7,85.7,50.0
2018,Nordeste,BA,Jussari,Urbana,Pública,64.7,85.7,50.0
2018,Nordeste,BA,Jussari,Rural,Total,,,
2018,Nordeste,BA,Jussari,Rural,Municipal,,,
2018,Nordeste,BA,Jussari,Rural,Pública,,,
2018,Nordeste,BA,Maraú,Total,Total,27.4,27.3,25.0
2018,Nordeste,BA,Maraú,Total,Estadual,,,
2018,Nordeste,BA,Maraú,Total,Municipal,28.1,27.5,28.6
2018,Nordeste,BA,Maraú,Total,Privada,20.0,25.0,0.0
2018,Nordeste,BA,Maraú,Total,Pública,28.1,27.5,28.6
2018,Nordeste,BA,Maraú,Urbana,Total,60.0,57.1,66.7
2018,Nordeste,BA,Maraú,Urbana,Estadual,,,
2018,Nordeste,BA,Maraú,Urbana,Municipal,62.5,60.0,66.7
2018,Nordeste,BA,Maraú,Urbana,Privada,50.0,50.0,
2018,Nordeste,BA,Maraú,Urbana,Pública,62.5,60.0,66.7
2018,Nordeste,BA,Maraú,Rural,Total,21.2,22.9,0.0
2018,Nordeste,BA,Maraú,Rural,Estadual,,,
2018,Nordeste,BA,Maraú,Rural,Municipal,22.4,23.9,0.0
2018,Nordeste,BA,Maraú,Rural,Privada,0.0,0.0,0.0
2018,Nordeste,BA,Maraú,Rural,Pública,22.4,23.9,0.0
2018,Nordeste,BA,Mascote,Total,Total,68.8,70.6,68.8
2018,Nordeste,BA,Mascote,Total,Estadual,,,
2018,Nordeste,BA,Mascote,Total,Municipal,68.8,70.6,68.8
2018,Nordeste,BA,Mascote,Total,Pública,68.8,70.6,68.8
2018,Nordeste,BA,Mascote,Urbana,Total,67.7,70.6,66.7
2018,Nordeste,BA,Mascote,Urbana,Estadual,,,
2018,Nordeste,BA,Mascote,Urbana,Municipal,67.7,70.6,66.7
2018,Nordeste,BA,Mascote,Urbana,Pública,67.7,70.6,66.7
2018,Nordeste,BA,Mascote,Rural,Total,100.0,,100.0
2018,Nordeste,BA,Mascote,Rural,Municipal,100.0,,100.0
2018,Nordeste,BA,Mascote,Rural,Pública,100.0,,100.0
2018,Nordeste,BA,Pau Brasil,Total,Total,56.8,52.2,64.3
2018,Nordeste,BA,Pau Brasil,Total,Estadual,,,
2018,Nordeste,BA,Pau Brasil,Total,Municipal,57.1,50.0,69.2
2018,Nordeste,BA,Pau Brasil,Total,Privada,50.0,100.0,0.0
2018,Nordeste,BA,Pau Brasil,Total,Pública,57.1,50.0,69.2
2018,Nordeste,BA,Pau Brasil,Urbana,Total,57.6,52.6,64.3
2018,Nordeste,BA,Pau Brasil,Urbana,Estadual,,,
2018,Nordeste,BA,Pau Brasil,Urbana,Municipal,58.1,50.0,69.2
2018,Nordeste,BA,Pau Brasil,Urbana,Privada,50.0,100.0,0.0
2018,Nordeste,BA,Pau Brasil,Urbana,Pública,58.1,50.0,69.2
2018,Nordeste,BA,Pau Brasil,Rural,Total,50.0,50.0,
2018,Nordeste,BA,Pau Brasil,Rural,Estadual,,,
2018,Nordeste,BA,Pau Brasil,Rural,Municipal,50.0,50.0,
2018,Nordeste,BA,Pau Brasil,Rural,Pública,50.0,50.0,
2018,Nordeste,BA,Santa Luzia,Total,Total,44.8,52.9,33.3
2018,Nordeste,BA,Santa Luzia,Total,Estadual,,,
2018,Nordeste,BA,Santa Luzia,Total,Municipal,47.8,53.8,40.0
2018,Nordeste,BA,Santa Luzia,Total,Privada,33.3,50.0,0.0
2018,Nordeste,BA,Santa Luzia,Total,Pública,47.8,53.8,40.0
2018,Nordeste,BA,Santa Luzia,Urbana,Total,40.7,46.7,33.3
2018,Nordeste,BA,Santa Luzia,Urbana,Estadual,,,
2018,Nordeste,BA,Santa Luzia,Urbana,Municipal,42.9,45.5,40.0
2018,Nordeste,BA,Santa Luzia,Urbana,Privada,33.3,50.0,0.0
2018,Nordeste,BA,Santa Luzia,Urbana,Pública,42.9,45.5,40.0
2018,Nordeste,BA,Santa Luzia,Rural,Total,100.0,100.0,
2018,Nordeste,BA,Santa Luzia,Rural,Municipal,100.0,100.0,
2018,Nordeste,BA,Santa Luzia,Rural,Pública,100.0,100.0,
2018,Nordeste,BA,São José da Vitória,Total,Total,25.0,25.0,
2018,Nordeste,BA,São José da Vitória,Total,Estadual,,,
2018,Nordeste,BA,São José da Vitória,Total,Municipal,25.0,25.0,
2018,Nordeste,BA,São José da Vitória,Total,Pública,25.0,25.0,
2018,Nordeste,BA,São José da Vitória,Urbana,Total,25.0,25.0,
2018,Nordeste,BA,São José da Vitória,Urbana,Estadual,,,
2018,Nordeste,BA,São José da Vitória,Urbana,Municipal,25.0,25.0,
2018,Nordeste,BA,São José da Vitória,Urbana,Pública,25.0,25.0,
2018,Nordeste,BA,São José da Vitória,Rural,Total,,,
2018,Nordeste,BA,São José da Vitória,Rural,Municipal,,,
2018,Nordeste,BA,São José da Vitória,Rural,Pública,,,
2018,Nordeste,BA,Ubaitaba,Total,Total,55.7,65.9,35.0
2018,Nordeste,BA,Ubaitaba,Total,Federal,,,
2018,Nordeste,BA,Ubaitaba,Total,Estadual,,,
2018,Nordeste,BA,Ubaitaba,Total,Municipal,60.0,71.9,38.9
2018,Nordeste,BA,Ubaitaba,Total,Privada,36.4,44.4,0.0
2018,Nordeste,BA,Ubaitaba,Total,Pública,60.0,71.9,38.9
2018,Nordeste,BA,Ubaitaba,Urbana,Total,53.8,64.7,33.3
2018,Nordeste,BA,Ubaitaba,Urbana,Federal,,,
2018,Nordeste,BA,Ubaitaba,Urbana,Estadual,,,
2018,Nordeste,BA,Ubaitaba,Urbana,Municipal,58.5,72.0,37.5
2018,Nordeste,BA,Ubaitaba,Urbana,Privada,36.4,44.4,0.0
2018,Nordeste,BA,Ubaitaba,Urbana,Pública,58.5,72.0,37.5
2018,Nordeste,BA,Ubaitaba,Rural,Total,66.7,71.4,50.0
2018,Nordeste,BA,Ubaitaba,Rural,Municipal,66.7,71.4,50.0
2018,Nordeste,BA,Ubaitaba,Rural,Pública,66.7,71.4,50.0
2018,Nordeste,BA,Una,Total,Total,45.9,32.1,81.0
2018,Nordeste,BA,Una,Total,Estadual,,,
2018,Nordeste,BA,Una,Total,Municipal,49.3,34.7,85.0
2018,Nordeste,BA,Una,Total,Privada,0.0,0.0,0.0
2018,Nordeste,BA,Una,Total,Pública,49.3,34.7,85.0
2018,Nordeste,BA,Una,Urbana,Total,60.5,40.9,81.0
2018,Nordeste,BA,Una,Urbana,Estadual,,,
2018,Nordeste,BA,Una,Urbana,Municipal,68.4,50.0,85.0
2018,Nordeste,BA,Una,Urbana,Privada,0.0,0.0,0.0
2018,Nordeste,BA,Una,Urbana,Pública,68.4,50.0,85.0
2018,Nordeste,BA,Una,Rural,Total,25.8,25.8,
2018,Nordeste,BA,Una,Rural,Municipal,25.8,25.8,
2018,Nordeste,BA,Una,Rural,Pública,25.8,25.8,
2018,Sudeste,MG,Santa Luzia,Total,Total,72.0,77.2,63.1
2018,Sudeste,MG,Santa Luzia,Total,Federal,,,
2018,Sudeste,MG,Santa Luzia,Total,Estadual,,,
2018,Sudeste,MG,Santa Luzia,Total,Municipal,90.0,88.9,94.5
2018,Sudeste,MG,Santa Luzia,Total,Privada,33.3,42.0,29.4
2018,Sudeste,MG,Santa Luzia,Total,Pública,90.0,88.9,94.5
2018,Sudeste,MG,Santa Luzia,Urbana,Total,71.7,76.8,63.1
2018,Sudeste,MG,Santa Luzia,Urbana,Federal,,,
2018,Sudeste,MG,Santa Luzia,Urbana,Estadual,,,
2018,Sudeste,MG,Santa Luzia,Urbana,Municipal,89.8,88.6,94.5
2018,Sudeste,MG,Santa Luzia,Urbana,Privada,33.3,42.0,29.4
2018,Sudeste,MG,Santa Luzia,Urbana,Pública,89.8,88.6,94.5
2018,Sudeste,MG,Santa Luzia,Rural,Total,100.0,100.0,
2018,Sudeste,MG,Santa Luzia,Rural,Municipal,100.0,100.0,
2018,Sudeste,MG,Santa Luzia,Rural,Pública,100.0,100.0,
2019,Nordeste,MA,Santa Luzia,Total,Total,48.3,52.4,40.8
2019,Nordeste,MA,Santa Luzia,Total,Estadual,,,
2019,Nordeste,MA,Santa Luzia,Total,Municipal,49.5,54.1,41.9
2019,Nordeste,MA,Santa Luzia,Total,Privada,0.0,0.0,0.0
2019,Nordeste,MA,Santa Luzia,Total,Pública,49.5,54.1,41.9
2019,Nordeste,MA,Santa Luzia,Urbana,Total,61.3,68.8,48.8
2019,Nordeste,MA,Santa Luzia,Urbana,Estadual,,,
2019,Nordeste,MA,Santa Luzia,Urbana,Municipal,64.4,73.3,51.2
2019,Nordeste,MA,Santa Luzia,Urbana,Privada,0.0,0.0,0.0
2019,Nordeste,MA,Santa Luzia,Urbana,Pública,64.4,73.3,51.2
2019,Nordeste,MA,Santa Luzia,Rural,Total,33.7,35.5,30.3
2019,Nordeste,MA,Santa Luzia,Rural,Estadual,,,
2019,Nordeste,MA,Santa Luzia,Rural,Municipal,33.7,35.5,30.3
2019,Nordeste,MA,Santa Luzia,Rural,Privada,,,
2019,Nordeste,MA,Santa Luzia,Rural,Pública,33.7,35.5,30.3
2019,Nordeste,PB,Santa Luzia,Total,Total,75.7,72.2,78.9
2019,Nordeste,PB,Santa Luzia,Total,Federal,,,
2019,Nordeste,PB,Santa Luzia,Total,Estadual,,,
2019,Nordeste,PB,Santa Luzia,Total,Municipal,85.7,84.6,86.7
2019,Nordeste,PB,Santa Luzia,Total,Privada,44.4,40.0,50.0
2019,Nordeste,PB,Santa Luzia,Total,Pública,85.7,84.6,86.7
2019,Nordeste,PB,Santa Luzia,Urbana,Total,75.7,72.2,78.9
2019,Nordeste,PB,Santa Luzia,Urbana,Federal,,,
2019,Nordeste,PB,Santa Luzia,Urbana,Estadual,,,
2019,Nordeste,PB,Santa Luzia,Urbana,Municipal,85.7,84.6,86.7
2019,Nordeste,PB,Santa Luzia,Urbana,Privada,44.4,40.0,50.0
2019,Nordeste,PB,Santa Luzia,Urbana,Pública,85.7,84.6,86.7
2019,Nordeste,PB,Santa Luzia,Rural,Total,,,
2019,Nordeste,PB,Santa Luzia,Rural,Municipal,,,
2019,Nordeste,PB,Santa Luzia,Rural,Pública,,,
2019,Nordeste,BA,Almadina,Total,Total,42.9,45.5,33.3
2019,Nordeste,BA,Almadina,Total,Estadual,,,
2019,Nordeste,BA,Almadina,Total,Municipal,54.5,62.5,33.3
2019,Nordeste,BA,Almadina,Total,Privada,0.0,0.0,
2019,Nordeste,BA,Almadina,Total,Pública,54.5,62.5,33.3
2019,Nordeste,BA,Almadina,Urbana,Total,42.9,45.5,33.3
2019,Nordeste,BA,Almadina,Urbana,Estadual,,,
2019,Nordeste,BA,Almadina,Urbana,Municipal,54.5,62.5,33.3
2019,Nordeste,BA,Almadina,Urbana,Privada,0.0,0.0,
2019,Nordeste,BA,Almadina,Urbana,Pública,54.5,62.5,33.3
2019,Nordeste,BA,Almadina,Rural,Total,,,
2019,Nordeste,BA,Almadina,Rural,Municipal,,,
2019,Nordeste,BA,Almadina,Rural,Pública,,,
2019,Nordeste,BA,Arataca,Total,Total,5.9,0.0,12.5
2019,Nordeste,BA,Arataca,Total,Estadual,,,
2019,Nordeste,BA,Arataca,Total,Municipal,5.9,0.0,12.5
2019,Nordeste,BA,Arataca,Total,Pública,5.9,0.0,12.5
2019,Nordeste,BA,Arataca,Urbana,Total,7.1,0.0,12.5
2019,Nordeste,BA,Arataca,Urbana,Estadual,,,
2019,Nordeste,BA,Arataca,Urbana,Municipal,7.1,0.0,12.5
2019,Nordeste,BA,Arataca,Urbana,Pública,7.1,0.0,12.5
2019,Nordeste,BA,Arataca,Rural,Total,0.0,0.0,
2019,Nordeste,BA,Arataca,Rural,Estadual,,,
2019,Nordeste,BA,Arataca,Rural,Municipal,0.0,0.0,
2019,Nordeste,BA,Arataca,Rural,Pública,0.0,0.0,
2019,Nordeste,BA,Aurelino Leal,Total,Total,20.0,26.9,12.5
2019,Nordeste,BA,Aurelino Leal,Total,Estadual,,,
2019,Nordeste,BA,Aurelino Leal,Total,Municipal,20.0,26.9,12.5
2019,Nordeste,BA,Aurelino Leal,Total,Pública,20.0,26.9,12.5
2019,Nordeste,BA,Aurelino Leal,Urbana,Total,31.8,46.2,11.1
2019,Nordeste,BA,Aurelino Leal,Urbana,Estadual,,,
2019,Nordeste,BA,Aurelino Leal,Urbana,Municipal,31.8,46.2,11.1
2019,Nordeste,BA,Aurelino Leal,Urbana,Pública,31.8,46.2,11.1
2019,Nordeste,BA,Aurelino Leal,Rural,Total,5.6,7.7,14.3
2019,Nordeste,BA,Aurelino Leal,Rural,Municipal,5.6,7.7,14.3
2019,Nordeste,BA,Aurelino Leal,Rural,Pública,5.6,7.7,14.3
2019,Nordeste,BA,Barro Preto,Total,Total,52.6,85.7,33.3
2019,Nordeste,BA,Barro Preto,Total,Estadual,,,
2019,Nordeste,BA,Barro Preto,Total,Municipal,52.6,85.7,33.3
2019,Nordeste,BA,Barro Preto,Total,Pública,52.6,85.7,33.3
2019,Nordeste,BA,Barro Preto,Urbana,Total,43.8,75.0,33.3
2019,Nordeste,BA,Barro Preto,Urbana,Estadual,,,
2019,Nordeste,BA,Barro Preto,Urbana,Municipal,43.8,75.0,33.3
2019,Nordeste,BA,Barro Preto,Urbana,Pública,43.8,75.0,33.3
2019,Nordeste,BA,Barro Preto,Rural,Total,100.0,100.0,
2019,Nordeste,BA,Barro Preto,Rural,Municipal,100.0,100.0,
2019,Nordeste,BA,Barro Preto,Rural,Pública,100.0,100.0,
2019,Nordeste,BA,Buerarema,Total,Total,58.3,58.3,58.3
2019,Nordeste,BA,Buerarema,Total,Estadual,0.0,0.0,
2019,Nordeste,BA,Buerarema,Total,Municipal,81.3,83.3,75.0
2019,Nordeste,BA,Buerarema,Total,Privada,20.0,16.7,25.0
2019,Nordeste,BA,Buerarema,Total,Pública,68.4,66.7,75.0
2019,Nordeste,BA,Buerarema,Urbana,Total,67.6,72.7,58.3
2019,Nordeste,BA,Buerarema,Urbana,Estadual,,,
2019,Nordeste,BA,Buerarema,Urbana,Municipal,87.5,93.8,75.0
2019,Nordeste,BA,Buerarema,Urbana,Privada,20.0,16.7,25.0
2019,Nordeste,BA,Buerarema,Urbana,Pública,87.5,93.8,75.0
2019,Nordeste,BA,Buerarema,Rural,Total,35.7,35.7,
2019,Nordeste,BA,Buerarema,Rural,Estadual,0.0,0.0,
2019,Nordeste,BA,Buerarema,Rural,Municipal,62.5,62.5,
2019,Nordeste,BA,Buerarema,Rural,Pública,35.7,35.7,
2019,Nordeste,BA,Camacan,Total,Total,56.7,55.6,57.7
2019,Nordeste,BA,Camacan,Total,Estadual,,,
2019,Nordeste,BA,Camacan,Total,Municipal,61.9,60.0,63.2
2019,Nordeste,BA,Camacan,Total,Privada,44.4,45.5,42.9
2019,Nordeste,BA,Camacan,Total,Pública,61.9,60.0,63.2
2019,Nordeste,BA,Camacan,Urbana,Total,54.0,54.8,52.4
2019,Nordeste,BA,Camacan,Urbana,Estadual,,,
2019,Nordeste,BA,Camacan,Urbana,Municipal,59.4,60.0,57.1
2019,Nordeste,BA,Camacan,Urbana,Privada,44.4,45.5,42.9
2019,Nordeste,BA,Camacan,Urbana,Pública,59.4,60.0,57.1
2019,Nordeste,BA,Camacan,Rural,Total,70.0,60.0,80.0
2019,Nordeste,BA,Camacan,Rural,Estadual,,,
2019,Nordeste,BA,Camacan,Rural,Municipal,70.0,60.0,80.0
2019,Nordeste,BA,Camacan,Rural,Pública,70.0,60.0,80.0
2019,Nordeste,BA,Canavieiras,Total,Total,55.7,59.7,52.3
2019,Nordeste,BA,Canavieiras,Total,Estadual,,,
2019,Nordeste,BA,Canavieiras,Total,Municipal,58.5,64.3,54.7
2019,Nordeste,BA,Canavieiras,Total,Privada,46.4,50.0,41.7
