ANO,REGIAO,UF,NO_MUNICIPIO,TP_CATEGORIA,TP_DEPENDENCIA,PER_DOC_CUR_SUP_INF,PER_DOC_CUR_SUP_INF_PRE,PER_DOC_CUR_SUP_INF_CRE
2015,Nordeste,BA,Buerarema,Rural,Municipal,20,20,--
2015,Nordeste,BA,Buerarema,Rural,Pública,14.3,14.3,--
2015,Nordeste,BA,Camacan,Total,Total,37.5,37.5,37.5
2015,Nordeste,BA,Camacan,Total,Estadual,--,--,--
2015,Nordeste,BA,Camacan,Total,Municipal,39,37,42.9
2015,Nordeste,BA,Camacan,Total,Privada,28.6,40,0
2015,Nordeste,BA,Camacan,Total,Pública,39,37,42.9
2015,Nordeste,BA,Camacan,Urbana,Total,26.8,28.6,23.1
2015,Nordeste,BA,Camacan,Urbana,Estadual,--,--,--
2015,Nordeste,BA,Camacan,Urbana,Municipal,26.5,26.1,27.3
2015,Nordeste,BA,Camacan,Urbana,Privada,28.6,40,0
2015,Nordeste,BA,Camacan,Urbana,Pública,26.5,26.1,27.3
2015,Nordeste,BA,Camacan,Rural,Total,100,100,100
2015,Nordeste,BA,Camacan,Rural,Municipal,100,100,100
2015,Nordeste,BA,Camacan,Rural,Pública,100,100,100
2015,Nordeste,BA,Canavieiras,Total,Total,32.3,30.9,35.6
2015,Nordeste,BA,Canavieiras,Total,Estadual,--,--,--
2015,Nordeste,BA,Canavieiras,Total,Municipal,36.8,33.3,40
2015,Nordeste,BA,Canavieiras,Total,Privada,22.6,27.3,20
2015,Nordeste,BA,Canavieiras,Total,Pública,36.8,33.3,40
2015,Nordeste,BA,Canavieiras,Urbana,Total,34.1,34,35.6
2015,Nordeste,BA,Canavieiras,Urbana,Estadual,--,--,--
2015,Nordeste,BA,Canavieiras,Urbana,Municipal,40,40,40
2015,Nordeste,BA,Canavieiras,Urbana,Privada,22.6,27.3,20
2015,Nordeste,BA,Canavieiras,Urbana,Pública,40,40,40
2015,Nordeste,BA,Canavieiras,Rural,Total,12.5,12.5,--
2015,Nordeste,BA,Canavieiras,Rural,Municipal,12.5,12.5,--
2015,Nordeste,BA,Canavieiras,Rural,Pública,12.5,12.5,--
2015,Nordeste,BA,Coaraci,Total,Total,35.2,32.4,35.9
2015,Nordeste,BA,Coaraci,Total,Estadual,--,--,--
2015,Nordeste,BA,Coaraci,Total,Municipal,35.2,33.3,36.4
2015,Nordeste,BA,Coaraci,Total,Privada,35.3,30.8,33.3
2015,Nordeste,BA,Coaraci,Total,Pública,35.2,33.3,36.4
2015,Nordeste,BA,Coaraci,Urbana,Total,35.2,32.4,35.9
2015,Nordeste,BA,Coaraci,Urbana,Estadual,--,--,--
2015,Nordeste,BA,Coaraci,Urbana,Municipal,35.2,33.3,36.4
2015,Nordeste,BA,Coaraci,Urbana,Privada,35.3,30.8,33.3
2015,Nordeste,BA,Coaraci,Urbana,Pública,35.2,33.3,36.4
2015,Nordeste,BA,Coaraci,Rural,Total,--,--,--
2015,Nordeste,BA,Coaraci,Rural,Municipal,--,--,--
2015,Nordeste,BA,Coaraci,Rural,Pública,--,--,--
2015,Nordeste,BA,Floresta Azul,Total,Total,4.5,11.1,0
2015,Nordeste,BA,Floresta Azul,Total,Estadual,--,--,--
2015,Nordeste,BA,Floresta Azul,Total,Municipal,0,0,0
2015,Nordeste,BA,Floresta Azul,Total,Privada,16.7,25,0
2015,Nordeste,BA,Floresta Azul,Total,Pública,0,0,0
2015,Nordeste,BA,Floresta Azul,Urbana,Total,4.5,11.1,0
2015,Nordeste,BA,Floresta Azul,Urbana,Estadual,--,--,--
2015,Nordeste,BA,Floresta Azul,Urbana,Municipal,0,0,0
2015,Nordeste,BA,Floresta Azul,Urbana,Privada,16.7,25,0
2015,Nordeste,BA,Floresta Azul,Urbana,Pública,0,0,0
2015,Nordeste,BA,Floresta Azul,Rural,Total,--,--,--
2015,Nordeste,BA,Floresta Azul,Rural,Municipal,--,--,--
2015,Nordeste,BA,Floresta Azul,Rural,Pública,--,--,--
2015,Nordeste,BA,Ibicaraí,Total,Total,53.4,56.5,48.8
2015,Nordeste,BA,Ibicaraí,Total,Estadual,--,--,--
2015,Nordeste,BA,Ibicaraí,Total,Municipal,64.3,80.6,51.3
2015,Nordeste,BA,Ibicaraí,Total,Privada,11.1,6.7,25
2015,Nordeste,BA,Ibicaraí,Total,Pública,64.3,80.6,51.3
2015,Nordeste,BA,Ibicaraí,Urbana,Total,50.8,52.8,45.8
2015,Nordeste,BA,Ibicaraí,Urbana,Estadual,--,--,--
2015,Nordeste,BA,Ibicaraí,Urbana,Municipal,68.3,85.7,50
2015,Nordeste,BA,Ibicaraí,Urbana,Privada,11.1,6.7,25
2015,Nordeste,BA,Ibicaraí,Urbana,Pública,68.3,85.7,50
2015,Nordeste,BA,Ibicaraí,Rural,Total,58.6,70,52.6
2015,Nordeste,BA,Ibicaraí,Rural,Estadual,--,--,--
2015,Nordeste,BA,Ibicaraí,Rural,Municipal,58.6,70,52.6
2015,Nordeste,BA,Ibicaraí,Rural,Pública,58.6,70,52.6
2015,Nordeste,BA,Ilhéus,Total,Total,69.1,70.6,62
2015,Nordeste,BA,Ilhéus,Total,Federal,--,--,--
2015,Nordeste,BA,Ilhéus,Total,Estadual,23.1,23.1,--
2015,Nordeste,BA,Ilhéus,Total,Municipal,83,84.7,72.3
2015,Nordeste,BA,Ilhéus,Total,Privada,57.9,60.6,51.1
2015,Nordeste,BA,Ilhéus,Total,Pública,75.9,76,72.3
2015,Nordeste,BA,Ilhéus,Urbana,Total,70,72.4,61.4
2015,Nordeste,BA,Ilhéus,Urbana,Federal,--,--,--
2015,Nordeste,BA,Ilhéus,Urbana,Estadual,--,--,--
2015,Nordeste,BA,Ilhéus,Urbana,Municipal,81.8,83.7,73.7
2015,Nordeste,BA,Ilhéus,Urbana,Privada,57.9,60.6,51.1
2015,Nordeste,BA,Ilhéus,Urbana,Pública,81.8,83.7,73.7
2015,Nordeste,BA,Ilhéus,Rural,Total,66.3,65.8,66.7
2015,Nordeste,BA,Ilhéus,Rural,Estadual,23.1,23.1,--
2015,Nordeste,BA,Ilhéus,Rural,Municipal,86,86.8,66.7
2015,Nordeste,BA,Ilhéus,Rural,Pública,66.3,65.8,66.7
2015,Nordeste,BA,Itabuna,Total,Total,60.3,57.2,64
2015,Nordeste,BA,Itabuna,Total,Estadual,--,--,--
2015,Nordeste,BA,Itabuna,Total,Municipal,81.2,78.3,87.3
2015,Nordeste,BA,Itabuna,Total,Privada,32.3,33,26.5
2015,Nordeste,BA,Itabuna,Total,Pública,81.2,78.3,87.3
2015,Nordeste,BA,Itabuna,Urbana,Total,59.6,56.2,64
2015,Nordeste,BA,Itabuna,Urbana,Estadual,--,--,--
2015,Nordeste,BA,Itabuna,Urbana,Municipal,80.6,77.3,87.3
2015,Nordeste,BA,Itabuna,Urbana,Privada,32.3,33,26.5
2015,Nordeste,BA,Itabuna,Urbana,Pública,80.6,77.3,87.3
2015,Nordeste,BA,Itabuna,Rural,Total,100,100,--
2015,Nordeste,BA,Itabuna,Rural,Municipal,100,100,--
2015,Nordeste,BA,Itabuna,Rural,Pública,100,100,--
2015,Nordeste,BA,Itacaré,Total,Total,19.7,25.5,4.5
2015,Nordeste,BA,Itacaré,Total,Estadual,--,--,--
2015,Nordeste,BA,Itacaré,Total,Municipal,17.3,22.5,6.7
2015,Nordeste,BA,Itacaré,Total,Privada,28.6,36.4,0
2015,Nordeste,BA,Itacaré,Total,Pública,17.3,22.5,6.7
2015,Nordeste,BA,Itacaré,Urbana,Total,20.4,28.6,0
2015,Nordeste,BA,Itacaré,Urbana,Estadual,--,--,--
2015,Nordeste,BA,Itacaré,Urbana,Municipal,17.1,25,0
2015,Nordeste,BA,Itacaré,Urbana,Privada,28.6,36.4,0
2015,Nordeste,BA,Itacaré,Urbana,Pública,17.1,25,0
2015,Nordeste,BA,Itacaré,Rural,Total,17.6,18.8,33.3
2015,Nordeste,BA,Itacaré,Rural,Municipal,17.6,18.8,33.3
2015,Nordeste,BA,Itacaré,Rural,Privada,--,--,--
2015,Nordeste,BA,Itacaré,Rural,Pública,17.6,18.8,33.3
2015,Nordeste,BA,Itaju do Colônia,Total,Total,16.7,25,7.1
2015,Nordeste,BA,Itaju do Colônia,Total,Estadual,--,--,--
2015,Nordeste,BA,Itaju do Colônia,Total,Municipal,16.7,25,7.1
2015,Nordeste,BA,Itaju do Colônia,Total,Pública,16.7,25,7.1
2015,Nordeste,BA,Itaju do Colônia,Urbana,Total,16.7,25,7.1
2015,Nordeste,BA,Itaju do Colônia,Urbana,Estadual,--,--,--
2015,Nordeste,BA,Itaju do Colônia,Urbana,Municipal,16.7,25,7.1
2015,Nordeste,BA,Itaju do Colônia,Urbana,Pública,16.7,25,7.1
2015,Nordeste,BA,Itaju do Colônia,Rural,Total,--,--,--
2015,Nordeste,BA,Itaju do Colônia,Rural,Estadual,--,--,--
2015,Nordeste,BA,Itaju do Colônia,Rural,Municipal,--,--,--
2015,Nordeste,BA,Itaju do Colônia,Rural,Pública,--,--,--
2015,Nordeste,BA,Itajuípe,Total,Total,40.6,41.3,0
2015,Nordeste,BA,Itajuípe,Total,Estadual,--,--,--
2015,Nordeste,BA,Itajuípe,Total,Municipal,39.6,39.6,--
2015,Nordeste,BA,Itajuípe,Total,Privada,45.5,50,0
2015,Nordeste,BA,Itajuípe,Total,Pública,39.6,39.6,--
2015,Nordeste,BA,Itajuípe,Urbana,Total,45.7,46.7,0
2015,Nordeste,BA,Itajuípe,Urbana,Estadual,--,--,--
2015,Nordeste,BA,Itajuípe,Urbana,Municipal,45.7,45.7,--
2015,Nordeste,BA,Itajuípe,Urbana,Privada,45.5,50,0
2015,Nordeste,BA,Itajuípe,Urbana,Pública,45.7,45.7,--
2015,Nordeste,BA,Itajuípe,Rural,Total,27.8,27.8,--
2015,Nordeste,BA,Itajuípe,Rural,Municipal,27.8,27.8,--
2015,Nordeste,BA,Itajuípe,Rural,Pública,27.8,27.8,--
2015,Nordeste,BA,Itapé,Total,Total,17.1,20,13.3
2015,Nordeste,BA,Itapé,Total,Estadual,--,--,--
2015,Nordeste,BA,Itapé,Total,Municipal,18.2,22.2,13.3
2015,Nordeste,BA,Itapé,Total,Privada,0,0,--
2015,Nordeste,BA,Itapé,Total,Pública,18.2,22.2,13.3
2015,Nordeste,BA,Itapé,Urbana,Total,17.6,21.1,13.3
2015,Nordeste,BA,Itapé,Urbana,Estadual,--,--,--
2015,Nordeste,BA,Itapé,Urbana,Municipal,18.8,23.5,13.3
2015,Nordeste,BA,Itapé,Urbana,Privada,0,0,--
2015,Nordeste,BA,Itapé,Urbana,Pública,18.8,23.5,13.3
2015,Nordeste,BA,Itapé,Rural,Total,0,0,--
2015,Nordeste,BA,Itapé,Rural,Municipal,0,0,--
2015,Nordeste,BA,Itapé,Rural,Pública,0,0,--
2015,Nordeste,BA,Itapitanga,Total,Total,8,0,16
2015,Nordeste,BA,Itapitanga,Total,Estadual,--,--,--
2015,Nordeste,BA,Itapitanga,Total,Municipal,8.5,0,16
2015,Nordeste,BA,Itapitanga,Total,Privada,0,0,--
2015,Nordeste,BA,Itapitanga,Total,Pública,8.5,0,16
2015,Nordeste,BA,Itapitanga,Urbana,Total,6.5,0,13
2015,Nordeste,BA,Itapitanga,Urbana,Estadual,--,--,--
2015,Nordeste,BA,Itapitanga,Urbana,Municipal,7,0,13
2015,Nordeste,BA,Itapitanga,Urbana,Privada,0,0,--
2015,Nordeste,BA,Itapitanga,Urbana,Pública,7,0,13
2015,Nordeste,BA,Itapitanga,Rural,Total,25,0,50
2015,Nordeste,BA,Itapitanga,Rural,Municipal,25,0,50
2015,Nordeste,BA,Itapitanga,Rural,Pública,25,0,50
2015,Nordeste,BA,Jussari,Total,Total,25,23.1,28.6
2015,Nordeste,BA,Jussari,Total,Estadual,--,--,--
2015,Nordeste,BA,Jussari,Total,Municipal,25,23.1,28.6
2015,Nordeste,BA,Jussari,Total,Pública,25,23.1,28.6
2015,Nordeste,BA,Jussari,Urbana,Total,35.7,42.9,28.6
2015,Nordeste,BA,Jussari,Urbana,Estadual,--,--,--
2015,Nordeste,BA,Jussari,Urbana,Municipal,35.7,42.9,28.6
2015,Nordeste,BA,Jussari,Urbana,Pública,35.7,42.9,28.6
2015,Nordeste,BA,Jussari,Rural,Total,0,0,--
2015,Nordeste,BA,Jussari,Rural,Municipal,0,0,--
2015,Nordeste,BA,Jussari,Rural,Pública,0,0,--
2015,Nordeste,BA,Maraú,Total,Total,28.1,26.9,40
2015,Nordeste,BA,Maraú,Total,Estadual,--,--,--
2015,Nordeste,BA,Maraú,Total,Municipal,27.3,26,40
2015,Nordeste,BA,Maraú,Total,Privada,50,50,--
2015,Nordeste,BA,Maraú,Total,Pública,27.3,26,40
2015,Nordeste,BA,Maraú,Urbana,Total,46.7,41.7,66.7
2015,Nordeste,BA,Maraú,Urbana,Estadual,--,--,--
2015,Nordeste,BA,Maraú,Urbana,Municipal,46.2,40,66.7
2015,Nordeste,BA,Maraú,Urbana,Privada,50,50,--
2015,Nordeste,BA,Maraú,Urbana,Pública,46.2,40,66.7
2015,Nordeste,BA,Maraú,Rural,Total,21.4,22.5,0
2015,Nordeste,BA,Maraú,Rural,Estadual,--,--,--
2015,Nordeste,BA,Maraú,Rural,Municipal,21.4,22.5,0
2015,Nordeste,BA,Maraú,Rural,Pública,21.4,22.5,0
2015,Nordeste,BA,Mascote,Total,Total,82.6,81,100
2015,Nordeste,BA,Mascote,Total,Estadual,--,--,--
2015,Nordeste,BA,Mascote,Total,Municipal,82.6,81,100
2015,Nordeste,BA,Mascote,Total,Pública,82.6,81,100
2015,Nordeste,BA,Mascote,Urbana,Total,82.6,81,100
2015,Nordeste,BA,Mascote,Urbana,Estadual,--,--,--
2015,Nordeste,BA,Mascote,Urbana,Municipal,82.6,81,100
2015,Nordeste,BA,Mascote,Urbana,Pública,82.6,81,100
2015,Nordeste,BA,Mascote,Rural,Total,--,--,--
2015,Nordeste,BA,Mascote,Rural,Municipal,--,--,--
2015,Nordeste,BA,Mascote,Rural,Pública,--,--,--
2015,Nordeste,BA,Pau Brasil,Total,Total,50,44.4,60
2015,Nordeste,BA,Pau Brasil,Total,Estadual,28.6,28.6,--
2015,Nordeste,BA,Pau Brasil,Total,Municipal,56.3,55.6,57.1
2015,Nordeste,BA,Pau Brasil,Total,Privada,33.3,0,100
2015,Nordeste,BA,Pau Brasil,Total,Pública,51.3,48,57.1
2015,Nordeste,BA,Pau Brasil,Urbana,Total,54.3,50,60
2015,Nordeste,BA,Pau Brasil,Urbana,Estadual,--,--,--
2015,Nordeste,BA,Pau Brasil,Urbana,Municipal,56.3,55.6,57.1
2015,Nordeste,BA,Pau Brasil,Urbana,Privada,33.3,0,100
2015,Nordeste,BA,Pau Brasil,Urbana,Pública,56.3,55.6,57.1
2015,Nordeste,BA,Pau Brasil,Rural,Total,28.6,28.6,--
2015,Nordeste,BA,Pau Brasil,Rural,Estadual,28.6,28.6,--
2015,Nordeste,BA,Pau Brasil,Rural,Municipal,--,--,--
2015,Nordeste,BA,Pau Brasil,Rural,Pública,28.6,28.6,--
2015,Nordeste,BA,Santa Luzia,Total,Total,37.9,42.1,30
2015,Nordeste,BA,Santa Luzia,Total,Estadual,--,--,--
2015,Nordeste,BA,Santa Luzia,Total,Municipal,36.4,35.7,37.5
2015,Nordeste,BA,Santa Luzia,Total,Privada,42.9,60,0
2015,Nordeste,BA,Santa Luzia,Total,Pública,36.4,35.7,37.5
2015,Nordeste,BA,Santa Luzia,Urbana,Total,33.3,35.3,30
2015,Nordeste,BA,Santa Luzia,Urbana,Estadual,--,--,--
2015,Nordeste,BA,Santa Luzia,Urbana,Municipal,30,25,37.5
2015,Nordeste,BA,Santa Luzia,Urbana,Privada,42.9,60,0
2015,Nordeste,BA,Santa Luzia,Urbana,Pública,30,25,37.5
2015,Nordeste,BA,Santa Luzia,Rural,Total,100,100,--
2015,Nordeste,BA,Santa Luzia,Rural,Municipal,100,100,--
2015,Nordeste,BA,Santa Luzia,Rural,Pública,100,100,--
2015,Nordeste,BA,São José da Vitória,Total,Total,20,20,--
2015,Nordeste,BA,São José da Vitória,Total,Estadual,--,--,--
2015,Nordeste,BA,São José da Vitória,Total,Municipal,20,20,--
2015,Nordeste,BA,São José da Vitória,Total,Pública,20,20,--
2015,Nordeste,BA,São José da Vitória,Urbana,Total,20,20,--
2015,Nordeste,BA,São José da Vitória,Urbana,Estadual,--,--,--
2015,Nordeste,BA,São José da Vitória,Urbana,Municipal,20,20,--
2015,Nordeste,BA,São José da Vitória,Urbana,Pública,20,20,--
2015,Nordeste,BA,São José da Vitória,Rural,Total,--,--,--
2015,Nordeste,BA,São José da Vitória,Rural,Municipal,--,--,--
2015,Nordeste,BA,São José da Vitória,Rural,Pública,--,--,--
2015,Nordeste,BA,Ubaitaba,Total,Total,52.7,60,40
2015,Nordeste,BA,Ubaitaba,Total,Estadual,--,--,--
2015,Nordeste,BA,Ubaitaba,Total,Municipal,53.3,60.7,41.2
2015,Nordeste,BA,Ubaitaba,Total,Privada,50,57.1,33.3
2015,Nordeste,BA,Ubaitaba,Total,Pública,53.3,60.7,41.2
2015,Nordeste,BA,Ubaitaba,Urbana,Total,51.1,60.7,35.3
2015,Nordeste,BA,Ubaitaba,Urbana,Estadual,--,--,--
2015,Nordeste,BA,Ubaitaba,Urbana,Municipal,51.4,61.9,35.7
2015,Nordeste,BA,Ubaitaba,Urbana,Privada,50,57.1,33.3
2015,Nordeste,BA,Ubaitaba,Urbana,Pública,51.4,61.9,35.7
2015,Nordeste,BA,Ubaitaba,Rural,Total,60,57.1,66.7
2015,Nordeste,BA,Ubaitaba,Rural,Municipal,60,57.1,66.7
2015,Nordeste,BA,Ubaitaba,Rural,Pública,60,57.1,66.7
2015,Nordeste,BA,Una,Total,Total,50.8,36.4,69.2
2015,Nordeste,BA,Una,Total,Estadual,--,--,--
2015,Nordeste,BA,Una,Total,Municipal,55.8,37.9,78.3
2015,Nordeste,BA,Una,Total,Privada,14.3,25,0
2015,Nordeste,BA,Una,Total,Pública,55.8,37.9,78.3
2015,Nordeste,BA,Una,Urbana,Total,51,32,69.2
2015,Nordeste,BA,Una,Urbana,Estadual,--,--,--
2015,Nordeste,BA,Una,Urbana,Municipal,56.8,33.3,78.3
2015,Nordeste,BA,Una,Urbana,Privada,14.3,25,0
2015,Nordeste,BA,Una,Urbana,Pública,56.8,33.3,78.3
2015,Nordeste,BA,Una,Rural,Total,50,50,--
2015,Nordeste,BA,Una,Rural,Municipal,50,50,--
2015,Nordeste,BA,Una,Rural,Pública,50,50,--
2015,Sudeste,MG,Santa Luzia,Total,Total,50,62.9,25
2015,Sudeste,MG,Santa Luzia,Total,Federal,--,--,--
2015,Sudeste,MG,Santa Luzia,Total,Estadual,--,--,--
2015,Sudeste,MG,Santa Luzia,Total,Municipal,74.1,77.2,33.3
2015,Sudeste,MG,Santa Luzia,Total,Privada,31.9,44.3,24.1
2015,Sudeste,MG,Santa Luzia,Total,Pública,74.1,77.2,33.3
2015,Sudeste,MG,Santa Luzia,Urbana,Total,49,61.8,25
2015,Sudeste,MG,Santa Luzia,Urbana,Federal,--,--,--
2015,Sudeste,MG,Santa Luzia,Urbana,Estadual,--,--,--
2015,Sudeste,MG,Santa Luzia,Urbana,Municipal,72.8,76,33.3
2015,Sudeste,MG,Santa Luzia,Urbana,Privada,31.9,44.3,24.1
2015,Sudeste,MG,Santa Luzia,Urbana,Pública,72.8,76,33.3
2015,Sudeste,MG,Santa Luzia,Rural,Total,100,100,--
2015,Sudeste,MG,Santa Luzia,Rural,Municipal,100,100,--
2015,Sudeste,MG,Santa Luzia,Rural,Pública,100,100,--
2016,Nordeste,MA,Santa Luzia,Total,Total,15.1,15.8,12.8
2016,Nordeste,MA,Santa Luzia,Urbana,Total,20.2,24.2,12.1
2016,Nordeste,MA,Santa Luzia,Rural,Total,9.200000000000001,8.2,14.3
2016,Nordeste,MA,Santa Luzia,Total,Estadual,--,--,--
2016,Nordeste,MA,Santa Luzia,Urbana,Estadual,--,--,--
2016,Nordeste,MA,Santa Luzia,Rural,Estadual,--,--,--
2016,Nordeste,MA,Santa Luzia,Total,Municipal,14.9,15.700000000000001,12.200000000000001
2016,Nordeste,MA,Santa Luzia,Urbana,Municipal,20.5,24.6,11.1
2016,Nordeste,MA,Santa Luzia,Rural,Municipal,9.200000000000001,8.2,14.3
2016,Nordeste,MA,Santa Luzia,Total,Privada,18.2,20,16.7
2016,Nordeste,MA,Santa Luzia,Urbana,Privada,18.2,20,16.7
2016,Nordeste,MA,Santa Luzia,Rural,Privada,--,--,--
2016,Nordeste,MA,Santa Luzia,Total,Pública,14.9,15.700000000000001,12.200000000000001
2016,Nordeste,MA,Santa Luzia,Urbana,Pública,20.5,24.6,11.1
2016,Nordeste,MA,Santa Luzia,Rural,Pública,9.200000000000001,8.2,14.3
2016,Nordeste,PB,Santa Luzia,Total,Total,67.7,70,66.7
2016,Nordeste,PB,Santa Luzia,Urbana,Total,67.7,70,66.7
2016,Nordeste,PB,Santa Luzia,Rural,Total,--,--,--
2016,Nordeste,PB,Santa Luzia,Total,Estadual,--,--,--
2016,Nordeste,PB,Santa Luzia,Urbana,Estadual,--,--,--
2016,Nordeste,PB,Santa Luzia,Total,Municipal,75,75,77.8
2016,Nordeste,PB,Santa Luzia,Urbana,Municipal,75,75,77.8
2016,Nordeste,PB,Santa Luzia,Rural,Municipal,--,--,--
2016,Nordeste,PB,Santa Luzia,Total,Privada,54.5,62.5,33.3
2016,Nordeste,PB,Santa Luzia,Urbana,Privada,54.5,62.5,33.3
2016,Nordeste,PB,Santa Luzia,Total,Pública,75,75,77.8
2016,Nordeste,PB,Santa Luzia,Urbana,Pública,75,75,77.8
2016,Nordeste,PB,Santa Luzia,Rural,Pública,--,--,--
2016,Nordeste,BA,Almadina,Total,Total,23.5,25,20
2016,Nordeste,BA,Almadina,Urbana,Total,23.5,25,20
2016,Nordeste,BA,Almadina,Rural,Total,--,--,--
2016,Nordeste,BA,Almadina,Total,Estadual,--,--,--
2016,Nordeste,BA,Almadina,Urbana,Estadual,--,--,--
2016,Nordeste,BA,Almadina,Total,Municipal,25,27.3,20
2016,Nordeste,BA,Almadina,Urbana,Municipal,25,27.3,20
2016,Nordeste,BA,Almadina,Rural,Municipal,--,--,--
2016,Nordeste,BA,Almadina,Total,Privada,0,0,--
2016,Nordeste,BA,Almadina,Urbana,Privada,0,0,--
2016,Nordeste,BA,Almadina,Total,Pública,25,27.3,20
2016,Nordeste,BA,Almadina,Urbana,Pública,25,27.3,20
2016,Nordeste,BA,Almadina,Rural,Pública,--,--,--
2016,Nordeste,BA,Arataca,Total,Total,12.5,9.5,33.3
2016,Nordeste,BA,Arataca,Urbana,Total,13,10,33.3
2016,Nordeste,BA,Arataca,Rural,Total,0,0,--
2016,Nordeste,BA,Arataca,Total,Estadual,--,--,--
2016,Nordeste,BA,Arataca,Urbana,Estadual,--,--,--
2016,Nordeste,BA,Arataca,Rural,Estadual,--,--,--
2016,Nordeste,BA,Arataca,Total,Municipal,12.5,9.5,33.3
2016,Nordeste,BA,Arataca,Urbana,Municipal,13,10,33.3
2016,Nordeste,BA,Arataca,Rural,Municipal,0,0,--
2016,Nordeste,BA,Arataca,Total,Pública,12.5,9.5,33.3
2016,Nordeste,BA,Arataca,Urbana,Pública,13,10,33.3
2016,Nordeste,BA,Arataca,Rural,Pública,0,0,--
2016,Nordeste,BA,Aurelino Leal,Total,Total,11.6,15.200000000000001,0
2016,Nordeste,BA,Aurelino Leal,Urbana,Total,16.7,22.2,0
2016,Nordeste,BA,Aurelino Leal,Rural,Total,5.3,6.7,0
2016,Nordeste,BA,Aurelino Leal,Total,Estadual,--,--,--
2016,Nordeste,BA,Aurelino Leal,Urbana,Estadual,--,--,--
2016,Nordeste,BA,Aurelino Leal,Total,Municipal,11.6,15.200000000000001,0
2016,Nordeste,BA,Aurelino Leal,Urbana,Municipal,16.7,22.2,0
2016,Nordeste,BA,Aurelino Leal,Rural,Municipal,5.3,6.7,0
2016,Nordeste,BA,Aurelino Leal,Total,Pública,11.6,15.200000000000001,0
2016,Nordeste,BA,Aurelino Leal,Urbana,Pública,16.7,22.2,0
2016,Nordeste,BA,Aurelino Leal,Rural,Pública,5.3,6.7,0
2016,Nordeste,BA,Barro Preto,Total,Total,30.400000000000002,25,36.4
2016,Nordeste,BA,Barro Preto,Urbana,Total,38.9,42.9,36.4
2016,Nordeste,BA,Barro Preto,Rural,Total,0,0,--
2016,Nordeste,BA,Barro Preto,Total,Estadual,--,--,--
2016,Nordeste,BA,Barro Preto,Urbana,Estadual,--,--,--
2016,Nordeste,BA,Barro Preto,Total,Municipal,30.400000000000002,25,36.4
2016,Nordeste,BA,Barro Preto,Urbana,Municipal,38.9,42.9,36.4
2016,Nordeste,BA,Barro Preto,Rural,Municipal,0,0,--
2016,Nordeste,BA,Barro Preto,Total,Pública,30.400000000000002,25,36.4
2016,Nordeste,BA,Barro Preto,Urbana,Pública,38.9,42.9,36.4
2016,Nordeste,BA,Barro Preto,Rural,Pública,0,0,--
2016,Nordeste,BA,Buerarema,Total,Total,13.5,11.6,25
2016,Nordeste,BA,Buerarema,Urbana,Total,10.8,7.1000000000000005,25
2016,Nordeste,BA,Buerarema,Rural,Total,20,20,--
2016,Nordeste,BA,Buerarema,Total,Estadual,0,0,--
2016,Nordeste,BA,Buerarema,Urbana,Estadual,--,--,--
2016,Nordeste,BA,Buerarema,Rural,Estadual,0,0,--
2016,Nordeste,BA,Buerarema,Total,Municipal,20,16.1,50
2016,Nordeste,BA,Buerarema,Urbana,Municipal,16.7,10,50
2016,Nordeste,BA,Buerarema,Rural,Municipal,27.3,27.3,--
2016,Nordeste,BA,Buerarema,Total,Privada,0,0,0
2016,Nordeste,BA,Buerarema,Urbana,Privada,0,0,0
2016,Nordeste,BA,Buerarema,Total,Pública,17.900000000000002,14.3,50
2016,Nordeste,BA,Buerarema,Urbana,Pública,16.7,10,50
2016,Nordeste,BA,Buerarema,Rural,Pública,20,20,--
2016,Nordeste,BA,Camacan,Total,Total,47.800000000000004,46.7,47.1
2016,Nordeste,BA,Camacan,Urbana,Total,35.1,36,30.8
2016,Nordeste,BA,Camacan,Rural,Total,100,100,100
2016,Nordeste,BA,Camacan,Total,Estadual,--,--,--
2016,Nordeste,BA,Camacan,Urbana,Estadual,--,--,--
2016,Nordeste,BA,Camacan,Total,Municipal,52.800000000000004,50,53.800000000000004
2016,Nordeste,BA,Camacan,Urbana,Municipal,37,36.800000000000004,33.3
2016,Nordeste,BA,Camacan,Rural,Municipal,100,100,100
2016,Nordeste,BA,Camacan,Total,Privada,30,33.3,25
2016,Nordeste,BA,Camacan,Urbana,Privada,30,33.3,25
2016,Nordeste,BA,Camacan,Total,Pública,52.800000000000004,50,53.800000000000004
2016,Nordeste,BA,Camacan,Urbana,Pública,37,36.800000000000004,33.3
2016,Nordeste,BA,Camacan,Rural,Pública,100,100,100
2016,Nordeste,BA,Canavieiras,Total,Total,34.300000000000004,28.6,43.9
2016,Nordeste,BA,Canavieiras,Urbana,Total,35.1,29.1,43.9
2016,Nordeste,BA,Canavieiras,Rural,Total,25,25,--
2016,Nordeste,BA,Canavieiras,Total,Estadual,--,--,--
2016,Nordeste,BA,Canavieiras,Urbana,Estadual,--,--,--
2016,Nordeste,BA,Canavieiras,Total,Municipal,39.5,33.3,47.1
2016,Nordeste,BA,Canavieiras,Urbana,Municipal,41.2,35.300000000000004,47.1
2016,Nordeste,BA,Canavieiras,Rural,Municipal,25,25,--
2016,Nordeste,BA,Canavieiras,Total,Privada,19.2,19,28.6
2016,Nordeste,BA,Canavieiras,Urbana,Privada,19.2,19,28.6
